Cattle_ID,Age_Months,Weight_kg,Breed,Disease_Status,Body_Condition
COW01564,72,536.4,Guernsey,Foot and Mouth,3.8
COW01565,61,551.1,Guernsey,Healthy,2.5
COW01566,116,608.9,Holstein,Mastitis,2.9
COW01567,77,441.3,Guernsey,Bloat,5.0
COW01568,110,482.7,Guernsey,Healthy,3.9
COW01569,118,571.8,Jersey,Healthy,3.9
COW01570,20,542.0,Brown Swiss,Healthy,2.2
COW01571,51,595.7,Ayrshire,Healthy,4.9
COW01572,91,451.6,Brown Swiss,Bloat,4.7
COW01573,99,578.6,Guernsey,Healthy,3.6
COW01574,28,637.3,Brown Swiss,Healthy,2.9
COW01575,46,588.9,Guernsey,Healthy,4.1
COW01576,71,561.1,Guernsey,Bloat,4.5
COW01577,98,542.3,Guernsey,Healthy,4.4
COW01578,24,483.2,Guernsey,Mastitis,4.9
COW01579,76,544.2,Ayrshire,Mastitis,3.9
COW01580,44,650.8,Jersey,Healthy,3.0
COW01581,35,540.5,Ayrshire,Healthy,3.5
COW01582,67,478.8,Guernsey,Healthy,4.4
COW01583,56,510.6,Brown Swiss,Healthy,2.8
COW01584,80,566.1,Jersey,Mastitis,2.7
COW01585,46,520.1,Brown Swiss,Foot and Mouth,4.2
COW01586,100,588.8,Guernsey,Healthy,3.3
COW01587,20,591.8,Jersey,Healthy,4.4
COW01588,105,621.1,Jersey,Healthy,2.4
COW01589,15,663.9,Ayrshire,Healthy,3.0
COW01590,91,629.7,Brown Swiss,Mastitis,2.8
COW01591,49,475.3,Guernsey,Mastitis,4.1
COW01592,53,477.7,Holstein,Mastitis,4.3
COW01593,14,543.9,Holstein,Healthy,3.4
COW01594,87,513.9,Ayrshire,Healthy,3.4
COW01595,29,458.9,Holstein,Healthy,2.4
COW01596,83,514.7,Guernsey,Ketosis,4.1
COW01597,90,512.0,Ayrshire,Mastitis,5.0
COW01598,103,496.3,Brown Swiss,Bloat,4.3
COW01599,88,524.7,Ayrshire,Healthy,2.7
COW01600,44,644.3,Brown Swiss,Healthy,3.9
COW01601,91,565.9,Ayrshire,Mastitis,2.9
COW01602,101,747.7,Jersey,Healthy,2.1
COW01603,46,563.6,Brown Swiss,Healthy,2.5
COW01604,25,526.8,Jersey,Healthy,2.3
COW01605,108,550.3,Guernsey,Ketosis,2.6
COW01606,27,570.5,Holstein,Healthy,4.4
COW01607,76,584.8,Ayrshire,Bloat,2.9
COW01608,37,716.1,Holstein,Healthy,4.3
COW01609,25,482.4,Jersey,Healthy,4.8
COW01610,95,618.7,Brown Swiss,Healthy,3.7
COW01611,27,566.6,Holstein,Healthy,3.5
COW01612,84,424.3,Brown Swiss,Ketosis,4.3
COW01613,86,611.7,Ayrshire,Bloat,2.3
COW01614,18,651.4,Ayrshire,Ketosis,3.3
COW01615,30,481.4,Holstein,Ketosis,3.5
COW01616,97,549.3,Brown Swiss,Mastitis,4.5
COW01617,66,412.0,Brown Swiss,Healthy,4.4
COW01618,25,449.3,Holstein,Foot and Mouth,4.5
COW01619,119,633.8,Guernsey,Healthy,4.1
COW01620,40,512.7,Brown Swiss,Foot and Mouth,3.6
COW01621,12,461.3,Guernsey,Healthy,4.5
COW01622,111,568.4,Jersey,Mastitis,4.6
COW01623,13,508.2,Jersey,Healthy,3.4
COW01624,71,512.3,Guernsey,Healthy,5.0
COW01625,119,609.1,Guernsey,Healthy,4.6
COW01626,74,457.1,Holstein,Healthy,3.5
COW01627,75,477.6,Jersey,Healthy,2.2
COW01628,53,562.3,Brown Swiss,Healthy,2.7
COW01629,25,627.6,Ayrshire,Healthy,4.3
COW01630,73,649.1,Jersey,Healthy,2.3
COW01631,108,496.8,Jersey,Healthy,3.4
COW01632,21,625.0,Ayrshire,Foot and Mouth,3.8
COW01633,107,487.3,Guernsey,Healthy,4.6
COW01634,56,696.1,Ayrshire,Healthy,4.5
COW01635,69,459.3,Guernsey,Healthy,4.3
COW01636,29,656.3,Ayrshire,Healthy,3.2
COW01637,79,497.5,Holstein,Healthy,2.4
COW01638,31,711.1,Jersey,Healthy,4.0
COW01639,41,597.3,Jersey,Healthy,2.5
COW01640,89,468.7,Holstein,Healthy,3.7
COW01641,17,508.2,Guernsey,Healthy,4.9
COW01642,60,612.5,Guernsey,Healthy,3.7
COW01643,76,634.2,Holstein,Healthy,3.9
COW01644,26,544.3,Holstein,Mastitis,4.0
COW01645,43,553.6,Holstein,Healthy,4.5
COW01646,49,610.7,Brown Swiss,Mastitis,3.3
COW01647,83,560.5,Brown Swiss,Healthy,3.5
COW01648,117,446.5,Jersey,Healthy,2.5
COW01649,102,485.0,Ayrshire,Healthy,3.8
COW01650,32,568.8,Jersey,Healthy,2.9
COW01651,13,647.2,Brown Swiss,Healthy,3.5
COW01652,17,679.3,Brown Swiss,Foot and Mouth,4.3
COW01653,76,612.4,Jersey,Mastitis,2.1
COW01654,28,573.0,Ayrshire,Healthy,3.7
COW01655,36,609.9,Ayrshire,Healthy,2.5
COW01656,103,496.7,Holstein,Foot and Mouth,2.8
COW01657,106,537.7,Brown Swiss,Healthy,2.1
COW01658,102,484.1,Holstein,Healthy,2.5
COW01659,39,450.1,Brown Swiss,Foot and Mouth,5.0
COW01660,78,576.7,Guernsey,Healthy,5.0
COW01661,77,564.8,Brown Swiss,Healthy,4.2
COW01662,32,605.0,Jersey,Healthy,3.8
COW01663,71,593.7,Jersey,Healthy,4.3
COW01664,68,569.4,Jersey,Healthy,4.7
COW01665,54,594.5,Jersey,Mastitis,3.6
COW01666,93,546.6,Jersey,Healthy,2.1
COW01667,85,583.0,Guernsey,Healthy,4.1
COW01668,69,491.9,Holstein,Healthy,5.0
COW01669,90,579.6,Holstein,Foot and Mouth,2.8
COW01670,94,603.5,Brown Swiss,Healthy,3.4
COW01671,73,496.4,Guernsey,Mastitis,3.1
COW01672,40,554.1,Jersey,Healthy,3.2
COW01673,93,500.1,Jersey,Healthy,4.2
COW01674,89,507.9,Guernsey,Healthy,3.1
COW01675,118,460.0,Jersey,Healthy,4.8
COW01676,28,651.3,Guernsey,Healthy,4.4
COW01677,57,635.3,Holstein,Foot and Mouth,2.1
COW01678,111,593.0,Holstein,Bloat,4.5
COW01679,67,707.8,Brown Swiss,Mastitis,4.3
COW01680,113,534.9,Jersey,Healthy,3.5
COW01681,13,792.5,Guernsey,Healthy,3.5
COW01682,15,531.8,Brown Swiss,Healthy,4.5
COW01683,97,570.4,Jersey,Healthy,3.3
COW01684,50,518.2,Holstein,Foot and Mouth,2.5
COW01685,68,579.8,Holstein,Foot and Mouth,2.9
COW01686,58,616.8,Guernsey,Healthy,2.8
COW01687,56,540.9,Jersey,Bloat,4.0
COW01688,113,692.1,Brown Swiss,Foot and Mouth,2.5
COW01689,22,569.1,Ayrshire,Healthy,3.9
COW01690,95,571.6,Ayrshire,Bloat,3.4
COW01691,108,477.3,Jersey,Healthy,4.5
COW01692,83,583.5,Holstein,Healthy,3.5
COW01693,54,539.3,Guernsey,Healthy,4.8
COW01694,29,501.3,Guernsey,Healthy,4.7
COW01695,85,487.9,Jersey,Healthy,2.6
COW01696,62,763.7,Brown Swiss,Bloat,4.1
COW01697,28,528.9,Holstein,Healthy,2.6
COW01698,50,433.4,Guernsey,Healthy,4.5
COW01699,115,494.1,Guernsey,Healthy,3.9
COW01700,40,545.9,Jersey,Healthy,2.9
COW01701,31,593.7,Brown Swiss,Mastitis,2.7
COW01702,85,594.4,Jersey,Healthy,3.3
COW01703,33,604.1,Holstein,Ketosis,4.4
COW01704,111,498.4,Holstein,Mastitis,4.4
COW01705,104,577.2,Ayrshire,Healthy,2.1
COW01706,118,479.9,Brown Swiss,Healthy,2.9
COW01707,110,500.4,Holstein,Healthy,3.3
COW01708,38,476.6,Holstein,Ketosis,3.8
COW01709,34,454.9,Jersey,Mastitis,2.4
COW01710,49,635.1,Ayrshire,Healthy,3.0
COW01711,62,605.1,Jersey,Healthy,4.7
COW01712,107,628.1,Ayrshire,Foot and Mouth,3.4
COW01713,91,553.1,Brown Swiss,Healthy,4.2
COW01714,81,612.1,Guernsey,Mastitis,3.5
COW01715,106,409.1,Guernsey,Mastitis,3.4
COW01716,81,619.0,Holstein,Healthy,3.9
COW01717,52,564.2,Holstein,Healthy,2.8
COW01718,56,600.2,Ayrshire,Healthy,2.7
COW01719,67,580.4,Ayrshire,Healthy,5.0
COW01720,21,471.0,Holstein,Ketosis,4.6
COW01721,92,430.2,Guernsey,Mastitis,4.2
COW01722,82,493.0,Ayrshire,Foot and Mouth,2.4
COW01723,90,595.2,Ayrshire,Healthy,2.1
COW01724,69,605.2,Jersey,Healthy,2.5
COW01725,96,440.6,Ayrshire,Mastitis,4.8
COW01726,114,471.5,Guernsey,Healthy,4.4
COW01727,73,492.1,Ayrshire,Healthy,3.6
COW01728,59,521.4,Holstein,Healthy,4.9
COW01729,23,441.0,Guernsey,Healthy,2.4
COW01730,96,436.2,Holstein,Mastitis,3.7
COW01731,109,484.3,Jersey,Healthy,2.5
COW01732,87,556.9,Holstein,Foot and Mouth,2.9
COW01733,105,455.6,Brown Swiss,Healthy,4.8
COW01734,105,540.7,Ayrshire,Healthy,4.6
COW01735,98,634.7,Guernsey,Healthy,2.3
COW01736,66,445.9,Jersey,Foot and Mouth,2.7
COW01737,22,533.5,Brown Swiss,Healthy,3.8
COW01738,12,632.0,Jersey,Healthy,2.2
COW01739,34,516.5,Guernsey,Healthy,3.7
COW01740,58,504.1,Jersey,Mastitis,3.8
COW01741,92,643.1,Holstein,Mastitis,2.9
COW01742,61,525.5,Brown Swiss,Healthy,2.9
COW01743,14,638.4,Ayrshire,Bloat,2.7
COW01744,34,584.3,Brown Swiss,Healthy,4.8
COW01745,117,522.6,Jersey,Healthy,3.2
COW01746,118,588.4,Holstein,Healthy,3.8
COW01747,52,575.6,Ayrshire,Mastitis,2.9
COW01748,98,631.7,Guernsey,Healthy,4.1
COW01749,89,506.1,Holstein,Healthy,2.3
COW01750,112,553.3,Holstein,Healthy,2.2
COW01751,107,545.1,Holstein,Healthy,4.2
COW01752,79,606.3,Jersey,Mastitis,4.2
COW01753,54,468.0,Ayrshire,Ketosis,2.8
COW01754,79,631.4,Holstein,Healthy,3.1
COW01755,46,587.3,Ayrshire,Healthy,4.9
COW01756,49,444.6,Holstein,Healthy,2.3
COW01757,77,646.7,Guernsey,Healthy,2.5
COW01758,73,728.7,Jersey,Healthy,3.3
COW01759,74,630.1,Ayrshire,Ketosis,2.8
COW01760,53,664.2,Brown Swiss,Healthy,3.9
COW01761,56,556.8,Jersey,Mastitis,4.1
COW01762,13,417.1,Jersey,Healthy,3.6
COW01763,76,402.5,Ayrshire,Foot and Mouth,3.8
COW01764,74,570.4,Brown Swiss,Healthy,3.3
COW01765,113,502.6,Jersey,Ketosis,4.3
COW01766,66,476.8,Guernsey,Mastitis,2.1
COW01767,62,545.0,Brown Swiss,Healthy,2.9
COW01768,19,599.2,Guernsey,Mastitis,4.1
COW01769,33,433.8,Brown Swiss,Healthy,3.0
COW01770,48,514.1,Holstein,Healthy,2.2
COW01771,52,670.8,Holstein,Healthy,3.0
COW01772,51,464.0,Holstein,Mastitis,4.1
COW01773,54,619.6,Brown Swiss,Mastitis,2.4
COW01774,95,511.2,Brown Swiss,Healthy,4.2
COW01775,26,593.7,Guernsey,Foot and Mouth,4.3
COW01776,47,637.8,Ayrshire,Healthy,3.9
COW01777,29,609.3,Holstein,Healthy,2.7
COW01778,45,622.7,Ayrshire,Healthy,4.4
COW01779,85,457.9,Ayrshire,Healthy,2.6
COW01780,17,639.1,Guernsey,Healthy,4.7
COW01781,48,481.8,Brown Swiss,Healthy,4.1
COW01782,14,570.8,Holstein,Healthy,2.2
COW01783,115,570.7,Holstein,Healthy,4.4
COW01784,90,588.8,Holstein,Mastitis,3.5
COW01785,38,577.0,Guernsey,Healthy,3.4
COW01786,33,482.5,Brown Swiss,Foot and Mouth,3.3
COW01787,22,442.0,Holstein,Healthy,3.8
COW01788,63,619.8,Holstein,Healthy,4.2
COW01789,93,564.9,Holstein,Healthy,4.7
COW01790,75,642.0,Guernsey,Mastitis,2.8
COW01791,107,546.4,Guernsey,Healthy,3.9
COW01792,49,437.6,Guernsey,Healthy,4.1
COW01793,42,627.3,Holstein,Foot and Mouth,4.0
COW01794,63,520.4,Holstein,Mastitis,3.5
COW01795,33,577.4,Holstein,Healthy,3.2
COW01796,117,498.2,Guernsey,Healthy,4.3
COW01797,32,681.5,Guernsey,Healthy,2.9
COW01798,63,479.9,Jersey,Healthy,2.6
COW01799,68,523.0,Holstein,Mastitis,3.6
COW01800,18,558.6,Jersey,Healthy,2.8
COW01801,62,462.6,Ayrshire,Healthy,2.1
COW01802,61,576.4,Holstein,Healthy,2.2
COW01803,40,679.0,Guernsey,Healthy,4.1
COW01804,25,510.8,Brown Swiss,Mastitis,4.9
COW01805,16,581.6,Holstein,Healthy,3.4
COW01806,12,330.0,Ayrshire,Healthy,2.4
COW01807,64,546.9,Brown Swiss,Healthy,4.5
COW01808,21,525.0,Guernsey,Healthy,2.8
COW01809,115,484.5,Holstein,Healthy,5.0
COW01810,38,636.5,Jersey,Healthy,3.7
COW01811,82,523.9,Guernsey,Healthy,2.7
COW01812,84,535.8,Guernsey,Mastitis,3.5
COW01813,65,519.8,Holstein,Ketosis,3.0
COW01814,107,396.7,Guernsey,Bloat,4.3
COW01815,23,459.4,Ayrshire,Healthy,2.3
COW01816,37,626.9,Guernsey,Healthy,4.6
COW01817,39,381.2,Jersey,Healthy,4.3
COW01818,26,488.7,Ayrshire,Mastitis,4.6
COW01819,43,518.0,Guernsey,Healthy,4.7
COW01820,45,689.5,Holstein,Healthy,2.7
COW01821,94,611.5,Holstein,Healthy,3.6
COW01822,44,505.4,Ayrshire,Healthy,4.5
COW01823,106,654.4,Jersey,Mastitis,3.1
COW01824,95,490.8,Holstein,Mastitis,2.2
COW01825,109,630.7,Brown Swiss,Healthy,2.9
COW01826,23,441.3,Brown Swiss,Bloat,2.7
COW01827,118,635.9,Brown Swiss,Healthy,4.6
COW01828,78,517.5,Guernsey,Healthy,3.4
COW01829,118,467.7,Ayrshire,Healthy,4.1
COW01830,50,532.6,Guernsey,Mastitis,4.9
COW01831,114,572.2,Holstein,Healthy,2.9
COW01832,75,510.4,Holstein,Healthy,4.3
COW01833,19,594.3,Holstein,Ketosis,2.1
COW01834,56,503.4,Jersey,Healthy,2.3
COW01835,26,599.6,Jersey,Healthy,2.5
COW01836,113,585.4,Ayrshire,Healthy,2.9
COW01837,44,545.1,Jersey,Bloat,3.2
COW01838,36,514.7,Holstein,Mastitis,3.4
COW01839,71,562.1,Ayrshire,Ketosis,2.7
COW01840,57,594.0,Jersey,Healthy,2.2
COW01841,22,714.9,Ayrshire,Healthy,4.0
COW01842,100,625.2,Guernsey,Foot and Mouth,2.1
COW01843,103,628.1,Ayrshire,Healthy,4.4
COW01844,92,797.1,Ayrshire,Healthy,4.8
COW01845,78,591.3,Holstein,Ketosis,4.1
COW01846,55,588.8,Guernsey,Healthy,3.8
COW01847,70,606.3,Brown Swiss,Healthy,4.0
COW01848,68,469.3,Guernsey,Foot and Mouth,4.0
COW01849,29,514.5,Guernsey,Bloat,4.8
COW01850,20,509.5,Brown Swiss,Ketosis,4.9
COW01851,39,601.8,Jersey,Bloat,3.3
COW01852,61,536.1,Ayrshire,Healthy,3.9
COW01853,29,561.1,Guernsey,Bloat,4.4
COW01854,23,637.0,Ayrshire,Healthy,2.0
COW01855,104,619.1,Jersey,Mastitis,3.6
COW01856,52,537.1,Ayrshire,Healthy,4.0
COW01857,75,496.4,Jersey,Foot and Mouth,4.2
COW01858,68,640.8,Brown Swiss,Healthy,3.1
COW01859,91,611.9,Ayrshire,Foot and Mouth,2.9
COW01860,91,421.5,Jersey,Healthy,2.5
COW01861,43,524.9,Jersey,Healthy,3.7
COW01862,103,563.2,Ayrshire,Healthy,4.8
COW01863,52,612.3,Ayrshire,Healthy,4.7
COW01864,102,622.8,Jersey,Mastitis,3.1
COW01865,55,572.7,Jersey,Healthy,2.8
COW01866,23,596.8,Jersey,Healthy,4.4
COW01867,94,555.1,Holstein,Healthy,4.2
COW01868,15,496.1,Brown Swiss,Healthy,3.5
COW01869,95,529.1,Jersey,Healthy,3.2
COW01870,16,551.5,Ayrshire,Healthy,2.4
COW01871,34,547.2,Holstein,Healthy,4.4
COW01872,77,399.2,Guernsey,Healthy,3.9
COW01873,113,518.2,Brown Swiss,Healthy,3.1
COW01874,56,554.5,Guernsey,Healthy,4.8
COW01875,25,527.5,Holstein,Healthy,4.0
COW01876,37,530.3,Brown Swiss,Healthy,4.8
COW01877,108,589.0,Guernsey,Mastitis,3.4
COW01878,90,463.7,Jersey,Healthy,3.4
COW01879,22,419.8,Ayrshire,Healthy,4.8
COW01880,53,522.1,Brown Swiss,Healthy,4.9
COW01881,40,611.1,Jersey,Bloat,4.9
COW01882,31,685.0,Holstein,Healthy,4.5
COW01883,103,612.6,Holstein,Healthy,3.4
COW01884,78,432.5,Brown Swiss,Bloat,2.6
COW01885,31,531.4,Brown Swiss,Mastitis,3.2
COW01886,82,570.5,Ayrshire,Healthy,4.8
COW01887,56,564.2,Guernsey,Bloat,3.1
COW01888,18,593.1,Holstein,Healthy,4.3
COW01889,60,476.6,Brown Swiss,Foot and Mouth,4.8
COW01890,32,555.2,Brown Swiss,Mastitis,4.9
COW01891,38,583.6,Holstein,Healthy,4.8
COW01892,106,616.1,Guernsey,Healthy,3.7
COW01893,88,485.5,Brown Swiss,Healthy,3.5
COW01894,26,522.4,Holstein,Bloat,5.0
COW01895,103,333.7,Brown Swiss,Healthy,2.7
COW01896,74,500.3,Guernsey,Healthy,2.6
COW01897,106,508.0,Jersey,Mastitis,4.9
COW01898,92,468.4,Jersey,Mastitis,4.1
COW01899,48,563.2,Holstein,Healthy,3.6
COW01900,69,545.5,Jersey,Foot and Mouth,2.4
COW01901,69,369.3,Ayrshire,Healthy,3.5
COW01902,89,567.2,Guernsey,Foot and Mouth,4.8
COW01903,38,475.7,Holstein,Healthy,3.8
COW01904,47,588.9,Brown Swiss,Healthy,3.2
COW01905,38,447.5,Holstein,Healthy,3.7
COW01906,43,552.4,Brown Swiss,Healthy,4.7
COW01907,29,527.3,Holstein,Healthy,4.7
COW01908,15,574.2,Guernsey,Healthy,3.2
COW01909,113,560.0,Brown Swiss,Mastitis,3.8
COW01910,20,529.6,Guernsey,Bloat,2.8
COW01911,107,427.1,Brown Swiss,Foot and Mouth,3.4
COW01912,12,431.8,Jersey,Ketosis,2.7
COW01913,95,503.3,Jersey,Bloat,3.6
COW01914,47,549.3,Jersey,Healthy,3.7
COW01915,67,501.3,Brown Swiss,Healthy,3.0
COW01916,42,600.0,Brown Swiss,Bloat,2.8
COW01917,64,527.7,Guernsey,Bloat,2.5
COW01918,60,472.8,Holstein,Ketosis,2.4
COW01919,69,527.8,Jersey,Mastitis,4.1
COW01920,54,568.1,Ayrshire,Healthy,2.7
COW01921,69,576.0,Ayrshire,Bloat,2.4
COW01922,101,700.3,Ayrshire,Bloat,5.0
COW01923,58,496.5,Jersey,Mastitis,2.8
COW01924,51,544.1,Holstein,Foot and Mouth,4.7
COW01925,26,584.1,Holstein,Healthy,3.8
COW01926,50,548.1,Holstein,Bloat,4.1
COW01927,25,510.0,Ayrshire,Healthy,3.7
COW01928,31,426.1,Ayrshire,Foot and Mouth,2.5
COW01929,114,509.1,Ayrshire,Healthy,4.5
COW01930,21,464.1,Guernsey,Healthy,4.5
COW01931,64,411.9,Jersey,Healthy,3.0
COW01932,102,486.3,Brown Swiss,Healthy,4.3
COW01933,114,466.2,Ayrshire,Healthy,3.6
COW01934,27,596.7,Ayrshire,Ketosis,4.7
COW01935,29,598.1,Brown Swiss,Healthy,4.4
COW01936,52,477.7,Ayrshire,Bloat,2.1
COW01937,71,529.2,Jersey,Healthy,4.6
COW01938,115,401.3,Brown Swiss,Healthy,4.9
COW01939,34,510.5,Ayrshire,Mastitis,4.2
COW01940,29,581.9,Jersey,Mastitis,2.4
COW01941,39,616.0,Guernsey,Healthy,4.4
COW01942,106,493.0,Brown Swiss,Foot and Mouth,3.9
COW01943,15,634.1,Jersey,Foot and Mouth,3.0
COW01944,53,428.7,Jersey,Healthy,4.7
COW01945,24,450.2,Guernsey,Ketosis,3.7
COW01946,28,606.8,Brown Swiss,Mastitis,4.6
COW01947,111,683.7,Jersey,Mastitis,4.0
COW01948,12,589.5,Guernsey,Healthy,2.9
COW01949,46,546.8,Holstein,Healthy,4.9
COW01950,110,374.4,Holstein,Healthy,3.7
COW01951,77,388.2,Ayrshire,Mastitis,3.6
COW01952,19,560.4,Guernsey,Mastitis,3.2
COW01953,62,521.4,Brown Swiss,Healthy,2.4
COW01954,116,461.5,Holstein,Healthy,4.1
COW01955,55,555.2,Brown Swiss,Healthy,3.3
COW01956,69,559.2,Brown Swiss,Healthy,4.8
COW01957,69,625.6,Brown Swiss,Bloat,4.9
COW01958,83,560.9,Holstein,Healthy,4.3
COW01959,32,648.3,Brown Swiss,Healthy,2.7
COW01960,102,550.6,Brown Swiss,Healthy,4.1
COW01961,118,540.8,Jersey,Healthy,2.1
COW01962,27,635.1,Holstein,Mastitis,4.5
COW01963,100,471.7,Ayrshire,Ketosis,3.5
COW01964,100,775.2,Guernsey,Healthy,4.8
COW01965,92,580.0,Guernsey,Healthy,3.1
COW01966,52,580.5,Guernsey,Healthy,2.8
COW01967,62,592.0,Guernsey,Healthy,5.0
COW01968,102,700.2,Holstein,Healthy,3.6
COW01969,28,613.4,Brown Swiss,Healthy,4.6
COW01970,101,421.6,Ayrshire,Foot and Mouth,4.7
COW01971,111,662.3,Jersey,Healthy,3.6
COW01972,85,522.7,Ayrshire,Healthy,3.4
COW01973,48,558.6,Holstein,Healthy,3.7
COW01974,72,447.7,Jersey,Foot and Mouth,4.5
COW01975,17,592.1,Jersey,Healthy,4.9
COW01976,112,497.9,Guernsey,Healthy,3.0
COW01977,48,558.0,Holstein,Foot and Mouth,4.2
COW01978,18,527.3,Jersey,Healthy,2.9
COW01979,97,704.0,Guernsey,Bloat,3.8
COW01980,83,708.6,Jersey,Healthy,4.4
COW01981,79,553.7,Ayrshire,Mastitis,4.7
COW01982,17,555.1,Ayrshire,Ketosis,3.3
COW01983,93,520.1,Jersey,Healthy,3.1
COW01984,80,638.5,Brown Swiss,Mastitis,2.8
COW01985,97,523.7,Jersey,Healthy,2.4
COW01986,101,516.3,Jersey,Mastitis,3.1
COW01987,34,628.3,Guernsey,Bloat,4.6
COW01988,34,506.9,Jersey,Mastitis,3.3
COW01989,111,547.0,Holstein,Bloat,3.0
COW01990,69,423.5,Jersey,Healthy,4.2
COW01991,59,606.3,Ayrshire,Healthy,2.6
COW01992,43,705.3,Jersey,Healthy,2.8
COW01993,81,607.7,Jersey,Mastitis,4.8
COW01994,93,666.9,Guernsey,Bloat,2.2
COW01995,12,482.3,Holstein,Healthy,3.2
COW01996,71,568.9,Jersey,Healthy,3.7
COW01997,119,474.5,Holstein,Healthy,2.7
COW01998,42,531.8,Ayrshire,Mastitis,2.8
COW01999,42,611.8,Ayrshire,Bloat,2.7
COW02000,106,558.1,Guernsey,Healthy,3.0
COW02001,18,437.0,Jersey,Healthy,4.7
COW02002,54,444.8,Guernsey,Healthy,3.3
COW02003,61,439.5,Guernsey,Healthy,3.3
COW02004,98,589.3,Ayrshire,Ketosis,3.2
COW02005,25,715.1,Holstein,Healthy,4.9
COW02006,58,659.0,Guernsey,Healthy,2.4
COW02007,28,398.3,Holstein,Healthy,4.6
COW02008,97,663.7,Brown Swiss,Healthy,3.0
COW02009,80,624.9,Ayrshire,Ketosis,4.9
COW02010,65,426.4,Holstein,Healthy,2.9
COW02011,54,525.7,Holstein,Healthy,2.2
COW02012,28,637.6,Ayrshire,Healthy,3.6
COW02013,111,594.0,Holstein,Ketosis,2.7
COW02014,81,445.3,Guernsey,Ketosis,4.3
COW02015,46,598.9,Brown Swiss,Healthy,4.0
COW02016,56,379.0,Jersey,Healthy,4.1
COW02017,90,532.2,Ayrshire,Healthy,2.6
COW02018,89,641.0,Ayrshire,Healthy,4.1
COW02019,61,551.5,Jersey,Healthy,2.9
COW02020,44,510.1,Holstein,Foot and Mouth,5.0
COW02021,83,621.1,Holstein,Bloat,4.2
COW02022,83,628.0,Holstein,Healthy,3.8
COW02023,76,654.8,Ayrshire,Healthy,4.6
COW02024,19,619.9,Brown Swiss,Healthy,3.8
COW02025,63,636.5,Guernsey,Healthy,3.7
COW02026,78,608.6,Jersey,Healthy,2.7
COW02027,114,571.2,Ayrshire,Healthy,4.0
COW02028,68,557.2,Guernsey,Ketosis,3.1
COW02029,49,531.0,Guernsey,Healthy,2.1
COW02030,72,453.0,Brown Swiss,Foot and Mouth,4.4
COW02031,31,473.6,Guernsey,Healthy,2.2
COW02032,21,527.4,Brown Swiss,Healthy,4.0
COW02033,85,569.3,Jersey,Healthy,2.5
COW02034,118,665.3,Brown Swiss,Bloat,3.3
COW02035,103,546.7,Jersey,Healthy,4.6
COW02036,75,630.3,Ayrshire,Healthy,2.3
COW02037,16,636.3,Guernsey,Mastitis,4.0
COW02038,118,531.5,Guernsey,Mastitis,3.8
COW02039,60,597.6,Guernsey,Mastitis,4.6
COW02040,43,530.5,Brown Swiss,Healthy,2.5
COW02041,108,655.8,Ayrshire,Healthy,4.4
COW02042,92,600.9,Jersey,Foot and Mouth,3.4
COW02043,92,454.8,Brown Swiss,Healthy,3.3
COW02044,41,562.9,Holstein,Healthy,3.1
COW02045,119,681.8,Jersey,Healthy,3.2
COW02046,60,535.5,Brown Swiss,Healthy,3.6
COW02047,69,585.8,Brown Swiss,Bloat,2.3
COW02048,93,593.7,Ayrshire,Mastitis,3.3
COW02049,83,467.1,Guernsey,Healthy,4.0
COW02050,30,590.9,Brown Swiss,Bloat,3.5
COW02051,44,438.5,Brown Swiss,Healthy,2.5
COW02052,51,500.0,Guernsey,Healthy,3.1
COW02053,114,636.1,Guernsey,Healthy,3.3
COW02054,89,578.5,Jersey,Mastitis,4.0
COW02055,51,525.6,Brown Swiss,Healthy,4.7
COW02056,91,585.7,Brown Swiss,Healthy,3.7
COW02057,91,545.2,Holstein,Mastitis,4.0
COW02058,54,551.0,Ayrshire,Healthy,2.2
COW02059,55,602.5,Brown Swiss,Bloat,4.9
COW02060,108,491.8,Jersey,Healthy,2.9
COW02061,72,553.2,Guernsey,Healthy,3.1
COW02062,28,525.0,Guernsey,Mastitis,2.7
COW02063,89,423.2,Ayrshire,Healthy,2.3
COW02064,75,476.4,Holstein,Healthy,4.4
COW02065,66,675.5,Brown Swiss,Healthy,2.7
COW02066,90,580.8,Holstein,Bloat,2.8
COW02067,109,444.1,Brown Swiss,Foot and Mouth,2.5
COW02068,47,426.8,Brown Swiss,Foot and Mouth,4.9
COW02069,57,541.0,Brown Swiss,Healthy,4.3
COW02070,32,674.9,Ayrshire,Healthy,4.8
COW02071,81,535.1,Brown Swiss,Healthy,4.6
COW02072,55,654.6,Brown Swiss,Healthy,4.7
COW02073,48,578.2,Holstein,Mastitis,3.4
COW02074,87,587.7,Jersey,Healthy,2.5
COW02075,56,443.1,Ayrshire,Healthy,3.0
COW02076,62,625.0,Brown Swiss,Healthy,2.9
COW02077,59,523.2,Ayrshire,Healthy,4.2
COW02078,39,619.0,Brown Swiss,Healthy,2.1
COW02079,25,484.9,Brown Swiss,Healthy,2.4
COW02080,101,564.2,Brown Swiss,Healthy,4.0
COW02081,21,578.2,Brown Swiss,Healthy,2.4
COW02082,47,537.7,Holstein,Healthy,2.1
COW02083,84,582.4,Holstein,Foot and Mouth,2.3
COW02084,26,528.7,Brown Swiss,Healthy,4.1
COW02085,82,498.1,Brown Swiss,Healthy,2.4
